Series_reference,Period,Data_value,Series_title_1
CPIM.SE901,1960.01,45.923461,Food
CPIM.SE901,1960.02,45.498637,Food
CPIM.SE901,1960.03,45.116296,Food
CPIM.SE901,1960.04,45.158779,Food
CPIM.SE901,1960.05,45.286226,Food
CPIM.SE901,1960.06,45.668567,Food
CPIM.SE901,1960.07,46.390767,Food
CPIM.SE901,1960.08,47.112968,Food
CPIM.SE901,1960.09,46.943039,Food
CPIM.SE901,1960.1,47.49531,Food
CPIM.SE901,1960.11,48.599852,Food
CPIM.SE901,1960.12,47.707722,Food
CPIM.SE901,1961.01,47.155451,Food
CPIM.SE901,1961.02,46.645662,Food
CPIM.SE901,1961.03,46.178356,Food
CPIM.SE901,1961.04,46.135873,Food
CPIM.SE901,1961.05,45.923461,Food
CPIM.SE901,1961.06,45.923461,Food
CPIM.SE901,1961.07,46.560697,Food
CPIM.SE901,1961.08,47.835169,Food
CPIM.SE901,1961.09,47.112968,Food
CPIM.SE901,1961.1,47.028004,Food
CPIM.SE901,1961.11,47.877651,Food
CPIM.SE901,1961.12,47.622757,Food
CPIM.SE901,1962.01,47.410345,Food
CPIM.SE901,1962.02,46.943039,Food
CPIM.SE901,1962.03,46.858074,Food
CPIM.SE901,1962.04,46.688144,Food
CPIM.SE901,1962.05,46.730627,Food
CPIM.SE901,1962.06,46.688144,Food
CPIM.SE901,1962.07,46.985521,Food
CPIM.SE901,1962.08,47.197933,Food
CPIM.SE901,1962.09,47.240415,Food
CPIM.SE901,1962.1,47.070486,Food
CPIM.SE901,1962.11,47.835169,Food
CPIM.SE901,1962.12,47.580274,Food
CPIM.SE901,1963.01,47.367863,Food
CPIM.SE901,1963.02,47.028004,Food
CPIM.SE901,1963.03,47.070486,Food
CPIM.SE901,1963.04,47.155451,Food
CPIM.SE901,1963.05,47.49531,Food
CPIM.SE901,1963.06,47.750204,Food
CPIM.SE901,1963.07,47.367863,Food
CPIM.SE901,1963.08,48.175028,Food
CPIM.SE901,1963.09,48.939711,Food
CPIM.SE901,1963.1,49.27957,Food
CPIM.SE901,1963.11,49.27957,Food
CPIM.SE901,1963.12,49.024676,Food
CPIM.SE901,1964.01,49.067158,Food
CPIM.SE901,1964.02,49.364535,Food
CPIM.SE901,1964.03,49.364535,Food
CPIM.SE901,1964.04,49.364535,Food
CPIM.SE901,1964.05,50.086736,Food
CPIM.SE901,1964.06,50.34163,Food
CPIM.SE901,1964.07,50.469077,Food
CPIM.SE901,1964.08,51.531137,Food
CPIM.SE901,1964.09,52.168372,Food
CPIM.SE901,1964.1,51.998443,Food
CPIM.SE901,1964.11,52.975538,Food
CPIM.SE901,1964.12,52.210855,Food
CPIM.SE901,1965.01,52.040925,Food
CPIM.SE901,1965.02,51.955961,Food
CPIM.SE901,1965.03,51.786031,Food
CPIM.SE901,1965.04,51.743548,Food
CPIM.SE901,1965.05,51.701066,Food
CPIM.SE901,1965.06,51.276242,Food
CPIM.SE901,1965.07,51.531137,Food
CPIM.SE901,1965.08,52.423267,Food
CPIM.SE901,1965.09,53.230432,Food
CPIM.SE901,1965.1,52.508232,Food
CPIM.SE901,1965.11,52.720644,Food
CPIM.SE901,1965.12,53.400362,Food
CPIM.SE901,1966.01,53.307282,Food
CPIM.SE901,1966.02,53.046229,Food
CPIM.SE901,1966.03,53.411705,Food
CPIM.SE901,1966.04,53.307282,Food
CPIM.SE901,1966.05,53.09844,Food
CPIM.SE901,1966.06,53.202861,Food
CPIM.SE901,1966.07,53.09844,Food
CPIM.SE901,1966.08,52.941807,Food
CPIM.SE901,1966.09,53.359494,Food
CPIM.SE901,1966.1,52.994017,Food
CPIM.SE901,1966.11,52.732964,Food
CPIM.SE901,1966.12,53.255072,Food
CPIM.SE901,1967.01,54.3515,Food
CPIM.SE901,1967.02,56.283301,Food
CPIM.SE901,1967.03,57.170886,Food
CPIM.SE901,1967.04,57.118675,Food
CPIM.SE901,1967.05,57.170886,Food
CPIM.SE901,1967.06,57.640784,Food
CPIM.SE901,1967.07,57.849627,Food
CPIM.SE901,1967.08,57.640784,Food
CPIM.SE901,1967.09,57.588573,Food
CPIM.SE901,1967.1,57.484151,Food
CPIM.SE901,1967.11,56.962042,Food
CPIM.SE901,1967.12,56.753199,Food
CPIM.SE901,1968.01,57.327519,Food
CPIM.SE901,1968.02,57.797416,Food
CPIM.SE901,1968.03,57.640784,Food
CPIM.SE901,1968.04,58.058471,Food
CPIM.SE901,1968.05,58.685001,Food
CPIM.SE901,1968.06,58.841634,Food
CPIM.SE901,1968.07,58.998266,Food
CPIM.SE901,1968.08,58.893844,Food
CPIM.SE901,1968.09,59.572585,Food
CPIM.SE901,1968.1,59.781429,Food
CPIM.SE901,1968.11,59.83364,Food
CPIM.SE901,1968.12,59.88585,Food
CPIM.SE901,1969.01,60.564591,Food
CPIM.SE901,1969.02,61.243333,Food
CPIM.SE901,1969.03,61.138911,Food
CPIM.SE901,1969.04,61.347755,Food
CPIM.SE901,1969.05,61.452176,Food
CPIM.SE901,1969.06,61.817652,Food
CPIM.SE901,1969.07,62.026495,Food
CPIM.SE901,1969.08,62.183128,Food
CPIM.SE901,1969.09,62.183128,Food
CPIM.SE901,1969.1,62.235339,Food
CPIM.SE901,1969.11,61.71323,Food
CPIM.SE901,1969.12,61.66102,Food
CPIM.SE901,1970.01,62.496394,Food
CPIM.SE901,1970.02,63.645032,Food
CPIM.SE901,1970.03,64.323773,Food
CPIM.SE901,1970.04,65.002514,Food
CPIM.SE901,1970.05,65.002514,Food
CPIM.SE901,1970.06,65.524623,Food
CPIM.SE901,1970.07,65.211358,Food
CPIM.SE901,1970.08,65.629045,Food
CPIM.SE901,1970.09,66.359996,Food
CPIM.SE901,1970.1,68.135165,Food
CPIM.SE901,1970.11,68.239588,Food
CPIM.SE901,1970.12,68.39622,Food
CPIM.SE901,1971.01,69.910335,Food
CPIM.SE901,1971.02,70.484654,Food
CPIM.SE901,1971.03,70.745708,Food
CPIM.SE901,1971.04,70.902341,Food
CPIM.SE901,1971.05,70.85013,Food
CPIM.SE901,1971.06,70.797919,Food
CPIM.SE901,1971.07,71.372239,Food
CPIM.SE901,1971.08,71.894347,Food
CPIM.SE901,1971.09,72.364245,Food
CPIM.SE901,1971.1,73.30404,Food
CPIM.SE901,1971.11,73.565094,Food
CPIM.SE901,1971.12,73.617305,Food
CPIM.SE901,1972.01,74.452679,Food
CPIM.SE901,1972.02,74.50489,Food
CPIM.SE901,1972.03,74.50489,Food
CPIM.SE901,1972.04,74.974788,Food
CPIM.SE901,1972.05,74.661523,Food
CPIM.SE901,1972.06,75.079209,Food
CPIM.SE901,1972.07,74.870366,Food
CPIM.SE901,1972.08,74.922577,Food
CPIM.SE901,1972.09,75.340264,Food
CPIM.SE901,1972.1,76.019005,Food
CPIM.SE901,1972.11,75.288053,Food
CPIM.SE901,1972.12,76.071215,Food
CPIM.SE901,1973.01,76.854378,Food
CPIM.SE901,1973.02,79.047234,Food
CPIM.SE901,1973.03,81.135668,Food
CPIM.SE901,1973.04,82.127674,Food
CPIM.SE901,1973.05,82.075464,Food
CPIM.SE901,1973.06,82.701994,Food
CPIM.SE901,1973.07,83.119681,Food
CPIM.SE901,1973.08,84.32053,Food
CPIM.SE901,1973.09,86.931073,Food
CPIM.SE901,1973.1,87.557603,Food
CPIM.SE901,1973.11,87.97529,Food
CPIM.SE901,1973.12,88.445188,Food
CPIM.SE901,1974.01,89.332773,Food
CPIM.SE901,1974.02,89.854881,Food
CPIM.SE901,1974.03,91.682261,Food
CPIM.SE901,1974.04,92.047737,Food
CPIM.SE901,1974.05,91.577839,Food
CPIM.SE901,1974.06,91.630051,Food
CPIM.SE901,1974.07,92.8309,Food
CPIM.SE901,1974.08,94.658279,Food
CPIM.SE901,1974.09,96.120184,Food
CPIM.SE901,1974.1,96.485659,Food
CPIM.SE901,1974.11,96.120184,Food
CPIM.SE901,1974.12,95.128177,Food
CPIM.SE901,1975.01,95.911341,Food
CPIM.SE901,1975.02,96.486808,Food
CPIM.SE901,1975.03,97.350011,Food
CPIM.SE901,1975.04,99.172326,Food
CPIM.SE901,1975.05,100.610996,Food
CPIM.SE901,1975.06,101.282375,Food
CPIM.SE901,1975.07,103.104691,Food
CPIM.SE901,1975.08,104.735184,Food
CPIM.SE901,1975.09,107.132967,Food
CPIM.SE901,1975.1,109.243017,Food
CPIM.SE901,1975.11,110.681687,Food
CPIM.SE901,1975.12,110.393952,Food
CPIM.SE901,1976.01,112.31218,Food
CPIM.SE901,1976.02,115.573165,Food
CPIM.SE901,1976.03,116.436367,Food
CPIM.SE901,1976.04,118.83415,Food
CPIM.SE901,1976.05,120.560555,Food
CPIM.SE901,1976.06,121.423757,Food
CPIM.SE901,1976.07,122.574693,Food
CPIM.SE901,1976.08,124.205186,Food
CPIM.SE901,1976.09,127.562082,Food
CPIM.SE901,1976.1,128.233462,Food
CPIM.SE901,1976.11,129.000753,Food
CPIM.SE901,1976.12,128.425285,Food
CPIM.SE901,1977.01,132.645384,Food
CPIM.SE901,1977.02,135.043167,Food
CPIM.SE901,1977.03,136.00228,Food
CPIM.SE901,1977.04,136.385926,Food
CPIM.SE901,1977.05,139.838734,Food
CPIM.SE901,1977.06,141.756961,Food
CPIM.SE901,1977.07,144.346567,Food
CPIM.SE901,1977.08,146.936174,Food
CPIM.SE901,1977.09,149.142134,Food
CPIM.SE901,1977.1,150.197159,Food
CPIM.SE901,1977.11,151.348095,Food
CPIM.SE901,1977.12,150.772627,Food
CPIM.SE901,1978.01,150.9234,Food
CPIM.SE901,1978.02,151.677263,Food
CPIM.SE901,1978.03,152.431126,Food
CPIM.SE901,1978.04,154.089625,Food
CPIM.SE901,1978.05,156.049669,Food
CPIM.SE901,1978.06,158.612804,Food
CPIM.SE901,1978.07,159.668212,Food
CPIM.SE901,1978.08,160.422075,Food
CPIM.SE901,1978.09,162.532892,Food
CPIM.SE901,1978.1,163.588301,Food
CPIM.SE901,1978.11,164.342163,Food
CPIM.SE901,1978.12,164.492936,Food
CPIM.SE901,1979.01,166.45298,Food
CPIM.SE901,1979.02,167.809934,Food
CPIM.SE901,1979.03,171.126931,Food
CPIM.SE901,1979.04,181.228698,Food
CPIM.SE901,1979.05,184.394923,Food
CPIM.SE901,1979.06,187.862693,Food
CPIM.SE901,1979.07,189.068875,Food
CPIM.SE901,1979.08,190.425828,Food
CPIM.SE901,1979.09,192.536645,Food
CPIM.SE901,1979.1,195.09978,Food
CPIM.SE901,1979.11,198.718322,Food
CPIM.SE901,1979.12,201.884548,Food
CPIM.SE901,1980.01,205.352318,Food
CPIM.SE901,1980.02,209.121634,Food
CPIM.SE901,1980.03,214.247903,Food
CPIM.SE901,1980.04,218.167991,Food
CPIM.SE901,1980.05,219.977263,Food
CPIM.SE901,1980.06,221.786534,Food
CPIM.SE901,1980.07,223.595806,Food
CPIM.SE901,1980.08,226.912804,Food
CPIM.SE901,1980.09,229.777483,Food
CPIM.SE901,1980.1,234.903753,Food
CPIM.SE901,1980.11,239.426932,Food
CPIM.SE901,1980.12,239.276159,Food
CPIM.SE901,1981.01,242.286033,Food
CPIM.SE901,1981.02,247.516939,Food
CPIM.SE901,1981.03,249.419086,Food
CPIM.SE901,1981.04,253.46115,Food
CPIM.SE901,1981.05,254.649992,Food
CPIM.SE901,1981.06,256.789907,Food
CPIM.SE901,1981.07,261.307508,Food
CPIM.SE901,1981.08,265.587339,Food
CPIM.SE901,1981.09,270.10494,Food
CPIM.SE901,1981.1,275.335845,Food
CPIM.SE901,1981.11,277.000224,Food
CPIM.SE901,1981.12,278.664604,Food
CPIM.SE901,1982.01,280.566751,Food
CPIM.SE901,1982.02,282.944435,Food
CPIM.SE901,1982.03,286.035424,Food
CPIM.SE901,1982.04,290.315256,Food
CPIM.SE901,1982.05,291.26633,Food
CPIM.SE901,1982.06,297.686078,Food
CPIM.SE901,1982.07,297.210541,Food
CPIM.SE901,1982.08,297.923846,Food
CPIM.SE901,1982.09,299.588225,Food
CPIM.SE901,1982.1,298.637152,Food
CPIM.SE901,1982.11,298.399383,Food
CPIM.SE901,1982.12,298.87492,Food
CPIM.SE901,1983.01,300.777067,Food
CPIM.SE901,1983.02,301.965909,Food
CPIM.SE901,1983.03,299.588225,Food
CPIM.SE901,1983.04,300.777067,Food
CPIM.SE901,1983.05,301.965909,Food
CPIM.SE901,1983.06,303.39252,Food
CPIM.SE901,1983.07,303.868057,Food
CPIM.SE901,1983.08,306.959047,Food
CPIM.SE901,1983.09,309.812268,Food
CPIM.SE901,1983.1,310.050036,Food
CPIM.SE901,1983.11,310.763341,Food
CPIM.SE901,1983.12,311.952184,Food
CPIM.SE901,1984.01,312.006395,Food
CPIM.SE901,1984.02,309.831051,Food
CPIM.SE901,1984.03,311.695631,Food
CPIM.SE901,1984.04,315.735555,Food
CPIM.SE901,1984.05,318.532425,Food
CPIM.SE901,1984.06,320.086242,Food
CPIM.SE901,1984.07,322.572349,Food
CPIM.SE901,1984.08,327.544562,Food
CPIM.SE901,1984.09,329.719906,Food
CPIM.SE901,1984.1,333.138302,Food
CPIM.SE901,1984.11,335.624409,Food
CPIM.SE901,1984.12,339.353569,Food
CPIM.SE901,1985.01,347.433416,Food
CPIM.SE901,1985.02,351.784103,Food
CPIM.SE901,1985.03,360.485477,Food
CPIM.SE901,1985.04,366.700743,Food
CPIM.SE901,1985.05,368.876087,Food
CPIM.SE901,1985.06,371.362193,Food
CPIM.SE901,1985.07,373.537536,Food
CPIM.SE901,1985.08,377.266696,Food
CPIM.SE901,1985.09,381.928146,Food
CPIM.SE901,1985.1,381.928146,Food
CPIM.SE901,1985.11,382.860437,Food
CPIM.SE901,1985.12,380.685094,Food
CPIM.SE901,1986.01,387.83265,Food
CPIM.SE901,1986.02,392.183337,Food
CPIM.SE901,1986.03,394.980207,Food
CPIM.SE901,1986.04,398.709367,Food
CPIM.SE901,1986.05,397.777077,Food
CPIM.SE901,1986.06,399.020131,Food
CPIM.SE901,1986.07,399.020131,Food
CPIM.SE901,1986.08,405.856924,Food
CPIM.SE901,1986.09,412.693718,Food
CPIM.SE901,1986.1,454.025242,Food
CPIM.SE901,1986.11,455.579059,Food
CPIM.SE901,1986.12,453.714479,Food
CPIM.SE901,1987.01,454.025242,Food
CPIM.SE901,1987.02,456.200585,Food
CPIM.SE901,1987.03,459.308219,Food
CPIM.SE901,1987.04,463.037379,Food
CPIM.SE901,1987.05,467.388066,Food
CPIM.SE901,1987.06,469.563409,Food
CPIM.SE901,1987.07,471.427989,Food
CPIM.SE901,1987.08,470.184936,Food
CPIM.SE901,1987.09,474.22486,Food
CPIM.SE901,1987.1,475.467912,Food
CPIM.SE901,1987.11,475.15715,Food
CPIM.SE901,1987.12,474.535622,Food
CPIM.SE901,1988.01,483.236996,Food
CPIM.SE901,1988.02,485.101576,Food
CPIM.SE901,1988.03,491.627606,Food
CPIM.SE901,1988.04,492.249133,Food
CPIM.SE901,1988.05,492.249133,Food
CPIM.SE901,1988.06,495.978293,Food
CPIM.SE901,1988.07,495.66753,Food
CPIM.SE901,1988.08,497.221347,Food
CPIM.SE901,1988.09,500.950507,Food
CPIM.SE901,1988.1,506.85501,Food
CPIM.SE901,1988.11,508.408827,Food
CPIM.SE901,1988.12,506.85501,Food
CPIM.SE901,1989.01,504.320735,Food
CPIM.SE901,1989.02,512.430415,Food
CPIM.SE901,1989.03,511.92356,Food
CPIM.SE901,1989.04,514.96469,Food
CPIM.SE901,1989.05,521.04695,Food
CPIM.SE901,1989.06,527.129211,Food
CPIM.SE901,1989.07,547.403411,Food
CPIM.SE901,1989.08,556.019946,Food
CPIM.SE901,1989.09,563.115916,Food
CPIM.SE901,1989.1,566.157046,Food
CPIM.SE901,1989.11,565.650191,Food
CPIM.SE901,1989.12,563.622771,Food
CPIM.SE901,1990.01,563.622771,Food
CPIM.SE901,1990.02,563.115916,Food
CPIM.SE901,1990.03,568.184467,Food
CPIM.SE901,1990.04,573.759872,Food
CPIM.SE901,1990.05,576.801002,Food
CPIM.SE901,1990.06,579.842131,Food
CPIM.SE901,1990.07,580.348986,Food
CPIM.SE901,1990.08,583.390117,Food
CPIM.SE901,1990.09,588.965522,Food
CPIM.SE901,1990.1,584.910682,Food
CPIM.SE901,1990.11,583.896972,Food
CPIM.SE901,1990.12,582.376406,Food
CPIM.SE901,1991.01,585.417537,Food
CPIM.SE901,1991.02,582.883262,Food
CPIM.SE901,1991.03,583.390117,Food
CPIM.SE901,1991.04,581.362696,Food
CPIM.SE901,1991.05,583.896972,Food
CPIM.SE901,1991.06,582.883262,Food
CPIM.SE901,1991.07,584.403827,Food
CPIM.SE901,1991.08,585.924392,Food
CPIM.SE901,1991.09,585.417537,Food
CPIM.SE901,1991.1,579.335276,Food
CPIM.SE901,1991.11,579.842131,Food
CPIM.SE901,1991.12,577.814712,Food
CPIM.SE901,1992.01,577.814712,Food
CPIM.SE901,1992.02,579.842131,Food
CPIM.SE901,1992.03,578.321566,Food
CPIM.SE901,1992.04,575.280437,Food
CPIM.SE901,1992.05,579.335276,Food
CPIM.SE901,1992.06,579.335276,Food
CPIM.SE901,1992.07,582.883262,Food
CPIM.SE901,1992.08,588.458667,Food
CPIM.SE901,1992.09,590.992942,Food
CPIM.SE901,1992.1,590.486087,Food
CPIM.SE901,1992.11,588.458667,Food
CPIM.SE901,1992.12,587.951812,Food
CPIM.SE901,1993.01,594.540927,Food
CPIM.SE901,1993.02,598.088912,Food
CPIM.SE901,1993.03,590.486087,Food
CPIM.SE901,1993.04,588.458667,Food
CPIM.SE901,1993.05,586.938102,Food
CPIM.SE901,1993.06,583.390117,Food
CPIM.SE901,1993.07,588.965522,Food
CPIM.SE901,1993.08,592.006652,Food
CPIM.SE901,1993.09,590.992942,Food
CPIM.SE901,1993.1,590.992942,Food
CPIM.SE901,1993.11,588.965522,Food
CPIM.SE901,1993.12,585.924392,Food
CPIM.SE901,1994.01,589.439938,Food
CPIM.SE901,1994.02,596.471031,Food
CPIM.SE901,1994.03,591.783636,Food
CPIM.SE901,1994.04,587.682165,Food
CPIM.SE901,1994.05,585.924392,Food
CPIM.SE901,1994.06,585.924392,Food
CPIM.SE901,1994.07,588.268089,Food
CPIM.SE901,1994.08,590.025862,Food
CPIM.SE901,1994.09,588.268089,Food
CPIM.SE901,1994.1,592.955484,Food
CPIM.SE901,1994.11,590.611787,Food
CPIM.SE901,1994.12,596.471031,Food
CPIM.SE901,1995.01,597.056955,Food
CPIM.SE901,1995.02,598.814728,Food
CPIM.SE901,1995.03,597.056955,Food
CPIM.SE901,1995.04,598.814728,Food
CPIM.SE901,1995.05,606.431746,Food
CPIM.SE901,1995.06,598.814728,Food
CPIM.SE901,1995.07,592.955484,Food
CPIM.SE901,1995.08,594.127333,Food
CPIM.SE901,1995.09,594.127333,Food
CPIM.SE901,1995.1,595.299182,Food
CPIM.SE901,1995.11,601.158426,Food
CPIM.SE901,1995.12,599.986577,Food
CPIM.SE901,1996.01,598.814728,Food
CPIM.SE901,1996.02,598.228804,Food
CPIM.SE901,1996.03,599.986577,Food
CPIM.SE901,1996.04,601.74435,Food
CPIM.SE901,1996.05,606.431746,Food
CPIM.SE901,1996.06,605.259896,Food
CPIM.SE901,1996.07,605.845821,Food
CPIM.SE901,1996.08,608.189519,Food
CPIM.SE901,1996.09,612.290989,Food
CPIM.SE901,1996.1,614.634687,Food
CPIM.SE901,1996.11,614.048763,Food
CPIM.SE901,1996.12,609.947292,Food
CPIM.SE901,1997.01,613.462838,Food
CPIM.SE901,1997.02,614.634687,Food
CPIM.SE901,1997.03,621.66578,Food
CPIM.SE901,1997.04,622.251704,Food
CPIM.SE901,1997.05,616.978384,Food
CPIM.SE901,1997.06,617.564309,Food
CPIM.SE901,1997.07,622.251704,Food
CPIM.SE901,1997.08,620.49393,Food
CPIM.SE901,1997.09,620.49393,Food
CPIM.SE901,1997.1,621.079855,Food
CPIM.SE901,1997.11,619.322082,Food
CPIM.SE901,1997.12,621.079855,Food
CPIM.SE901,1998.01,626.353174,Food
CPIM.SE901,1998.02,631.04057,Food
CPIM.SE901,1998.03,635.142041,Food
CPIM.SE901,1998.04,639.243511,Food
CPIM.SE901,1998.05,632.798343,Food
CPIM.SE901,1998.06,634.556116,Food
CPIM.SE901,1998.07,639.829436,Food
CPIM.SE901,1998.08,646.860529,Food
CPIM.SE901,1998.09,646.860529,Food
CPIM.SE901,1998.1,648.618301,Food
CPIM.SE901,1998.11,645.68868,Food
CPIM.SE901,1998.12,643.344982,Food
CPIM.SE901,1999.01,648.618301,Food
CPIM.SE901,1999.02,655.649394,Food
CPIM.SE901,1999.03,650.376075,Food
CPIM.SE901,1999.04,650.376075,Food
CPIM.SE901,1999.05,648.032378,Food
CPIM.SE901,1999.06,643.344982,Food
CPIM.SE901,1999.07,646.561707,Food
CPIM.SE901,1999.08,642.701638,Food
CPIM.SE901,1999.09,644.631672,Food
CPIM.SE901,1999.1,640.771602,Food
CPIM.SE901,1999.11,643.988327,Food
CPIM.SE901,1999.12,640.128258,Food
CPIM.SE901,2000.01,655.568537,Food
CPIM.SE901,2000.02,648.491742,Food
CPIM.SE901,2000.03,649.135087,Food
CPIM.SE901,2000.04,645.918362,Food
CPIM.SE901,2000.05,646.561707,Food
CPIM.SE901,2000.06,654.281847,Food
CPIM.SE901,2000.07,655.568537,Food
CPIM.SE901,2000.08,655.568537,Food
CPIM.SE901,2000.09,657.498572,Food
CPIM.SE901,2000.1,659.428606,Food
CPIM.SE901,2000.11,666.505402,Food
CPIM.SE901,2000.12,671.008816,Food
CPIM.SE901,2001.01,681.945681,Food
CPIM.SE901,2001.02,685.162406,Food
CPIM.SE901,2001.03,681.945681,Food
CPIM.SE901,2001.04,684.519061,Food
CPIM.SE901,2001.05,686.449096,Food
CPIM.SE901,2001.06,691.595856,Food
CPIM.SE901,2001.07,693.52589,Food
CPIM.SE901,2001.08,696.742616,Food
CPIM.SE901,2001.09,708.966171,Food
CPIM.SE901,2001.1,710.25286,Food
CPIM.SE901,2001.11,710.896205,Food
CPIM.SE901,2001.12,709.609515,Food
CPIM.SE901,2002.01,719.903035,Food
CPIM.SE901,2002.02,716.042965,Food
CPIM.SE901,2002.03,719.25969,Food
CPIM.SE901,2002.04,719.903035,Food
CPIM.SE901,2002.05,714.11293,Food
CPIM.SE901,2002.06,712.182895,Food
CPIM.SE901,2002.07,716.68631,Food
CPIM.SE901,2002.08,717.329655,Food
CPIM.SE901,2002.09,718.616345,Food
CPIM.SE901,2002.1,722.476415,Food
CPIM.SE901,2002.11,719.25969,Food
CPIM.SE901,2002.12,714.11293,Food
CPIM.SE901,2003.01,719.903035,Food
CPIM.SE901,2003.02,720.54638,Food
CPIM.SE901,2003.03,717.329655,Food
CPIM.SE901,2003.04,714.756275,Food
CPIM.SE901,2003.05,719.903035,Food
CPIM.SE901,2003.06,716.68631,Food
CPIM.SE901,2003.07,721.83307,Food
CPIM.SE901,2003.08,718.616345,Food
CPIM.SE901,2003.09,718.616345,Food
CPIM.SE901,2003.1,720.54638,Food
CPIM.SE901,2003.11,721.83307,Food
CPIM.SE901,2003.12,718.616345,Food
CPIM.SE901,2004.01,718.616345,Food
CPIM.SE901,2004.02,721.189725,Food
CPIM.SE901,2004.03,728.26652,Food
CPIM.SE901,2004.04,726.97983,Food
CPIM.SE901,2004.05,723.763105,Food
CPIM.SE901,2004.06,723.11976,Food
CPIM.SE901,2004.07,721.189725,Food
CPIM.SE901,2004.08,721.189725,Food
CPIM.SE901,2004.09,728.26652,Food
CPIM.SE901,2004.1,728.26652,Food
CPIM.SE901,2004.11,727.623174,Food
CPIM.SE901,2004.12,726.97983,Food
CPIM.SE901,2005.01,731.483245,Food
CPIM.SE901,2005.02,733.41328,Food
CPIM.SE901,2005.03,735.986659,Food
CPIM.SE901,2005.04,730.196555,Food
CPIM.SE901,2005.05,734.056625,Food
CPIM.SE901,2005.06,734.056625,Food
CPIM.SE901,2005.07,736.630004,Food
CPIM.SE901,2005.08,735.343315,Food
CPIM.SE901,2005.09,734.69997,Food
CPIM.SE901,2005.1,736.630004,Food
CPIM.SE901,2005.11,738.560039,Food
CPIM.SE901,2005.12,743.063455,Food
CPIM.SE901,2006.01,748.210214,Food
CPIM.SE901,2006.02,741.133419,Food
CPIM.SE901,2006.03,749.496904,Food
CPIM.SE901,2006.04,743.706799,Food
CPIM.SE901,2006.05,747.566869,Food
CPIM.SE901,2006.06,755.287009,Food
CPIM.SE901,2006.07,761.329305,Food
CPIM.SE901,2006.08,760.574018,Food
CPIM.SE901,2006.09,763.595166,Food
CPIM.SE901,2006.1,765.861027,Food
CPIM.SE901,2006.11,766.616314,Food
CPIM.SE901,2006.12,762.839879,Food
CPIM.SE901,2007.01,773.413897,Food
CPIM.SE901,2007.02,774.169184,Food
CPIM.SE901,2007.03,774.169184,Food
CPIM.SE901,2007.04,775.679758,Food
CPIM.SE901,2007.05,777.945619,Food
CPIM.SE901,2007.06,777.945619,Food
CPIM.SE901,2007.07,787.009063,Food
CPIM.SE901,2007.08,786.253776,Food
CPIM.SE901,2007.09,789.274924,Food
CPIM.SE901,2007.1,793.806647,Food
CPIM.SE901,2007.11,796.827795,Food
CPIM.SE901,2007.12,804.380665,Food
CPIM.SE901,2008.01,807.401813,Food
CPIM.SE901,2008.02,814.199396,Food
CPIM.SE901,2008.03,820.241692,Food
CPIM.SE901,2008.04,822.507553,Food
CPIM.SE901,2008.05,830.81571,Food
CPIM.SE901,2008.06,841.389728,Food
CPIM.SE901,2008.07,846.676737,Food
CPIM.SE901,2008.08,869.335347,Food
CPIM.SE901,2008.09,874.622356,Food
CPIM.SE901,2008.1,872.356496,Food
CPIM.SE901,2008.11,879.154078,Food
CPIM.SE901,2008.12,877.643504,Food
CPIM.SE901,2009.01,884.441088,Food
CPIM.SE901,2009.02,885.951662,Food
CPIM.SE901,2009.03,890.483384,Food
CPIM.SE901,2009.04,885.196375,Food
CPIM.SE901,2009.05,887.462236,Food
CPIM.SE901,2009.06,912.386707,Food
CPIM.SE901,2009.07,917.673716,Food
CPIM.SE901,2009.08,909.365559,Food
CPIM.SE901,2009.09,903.323263,Food
CPIM.SE901,2009.1,889.728097,Food
CPIM.SE901,2009.11,887.462236,Food
CPIM.SE901,2009.12,885.196375,Food
CPIM.SE901,2010.01,904.07855,Food
CPIM.SE901,2010.02,891.993958,Food
CPIM.SE901,2010.03,893.504532,Food
CPIM.SE901,2010.04,888.97281,Food
CPIM.SE901,2010.05,882.930514,Food
CPIM.SE901,2010.06,894.259819,Food
CPIM.SE901,2010.07,908.610272,Food
CPIM.SE901,2010.08,907.854985,Food
CPIM.SE901,2010.09,914.652568,Food
CPIM.SE901,2010.1,935.045317,Food
CPIM.SE901,2010.11,929.758308,Food
CPIM.SE901,2010.12,922.205438,Food
CPIM.SE901,2011.01,938.821752,Food
CPIM.SE901,2011.02,939.577039,Food
CPIM.SE901,2011.03,942.598187,Food
CPIM.SE901,2011.04,943.353474,Food
CPIM.SE901,2011.05,947.885196,Food
CPIM.SE901,2011.06,961.480362,Food
CPIM.SE901,2011.07,980.362538,Food
CPIM.SE901,2011.08,967.522659,Food
CPIM.SE901,2011.09,957.703928,Food
CPIM.SE901,2011.1,945.619335,Food
CPIM.SE901,2011.11,947.129909,Food
CPIM.SE901,2011.12,948.640483,Food
CPIM.SE901,2012.01,948.640483,Food
CPIM.SE901,2012.02,953.927492,Food
CPIM.SE901,2012.03,944.108761,Food
CPIM.SE901,2012.04,943.353474,Food
CPIM.SE901,2012.05,946.374622,Food
CPIM.SE901,2012.06,959.969789,Food
CPIM.SE901,2012.07,962.23565,Food
CPIM.SE901,2012.08,962.990937,Food
CPIM.SE901,2012.09,954.68278,Food
CPIM.SE901,2012.1,948.640483,Food
CPIM.SE901,2012.11,941.087613,Food
